"","population","year","site","nest","species","exp","type","laid","hatch","manip","ring","mate_ring","chick1","chick2","chick3","chick4","chick5","chick6","comments","field_sex_focal","field_sex_mate","code","nest.id","year.cr","year.mr","year.code","first.res","last.res","first.cap","last.cap","first.cap.r","last.cap.r","laying_date","found_date","end_date","fate","latitude","longitude","no_chicks","clutch_size","laying_date.r","found_date.r","end_date.r","hatching_date.r","first.bf.adult","last.bf.adult","adult.not.seen.bf","times.adult.not.seen","total.brood.res","last.bf.adult.before.desertion","datenot.seen.after.desertion","first.bf","last.bf","chicks.alive.last","chicks.not.seen.bf","first.bf.adult.r","last.bf.adult.r","adult.not.seen.bf.r","last.bf.adult.before.desertion.r","datenot.seen.after.desertion.r","first.bf.r","last.bf.r","chicks.alive.last.r","chicks.not.seen.bf.r","chick1.capdate","chick1.tarsus","chick1.weight","chick2.capdate","chick2.tarsus","chick2.weight","chick3.capdate","chick3.tarsus","chick3.weight","largest.chick.tarsus","largest.chick.capture","largest.chick.age","largest.chick.capdate","estimated.ld","layingdate","check.estld","first.res.bs","last.res.bs","first.d.seen","last.d.seen","mol_sex_focal","mol_sex_mate","captured_focalyear_focal","captured_focalyear_mate","northing","easting","estimated.hd","error.p","error.ch","bf.quality","comments_field","comments_stdfile","year.ring","pop.sp","ld.minus10","clutch_size1","clutch_size2","clutch_size3","clutch_size4","fate1","fate2","fate3","fate4","no_chicks1","no_chicks2","no_chicks3","no_chicks4","jd.idate","total.nests.peryear","ordinal.nest.peryear","earliest.seen","latest.seen","min.ldminus10","earliest.founddate","latest.enddate","min.layingdate","bs.start","bs.start.which","bs.end","bs.end.which","bs.length","sex.reliable"
"3895","Tuzla",1997,"C","125","KP","U",NA,NA,NA,NA,"24983","24701",NA,NA,NA,NA,NA,NA,NA,"M","F","Mg.XX|Og.XX","Tuzla-KP-1997-C-125",1997,1997,"1997-Mg.XX|Og.XX","23/06/1997","23/06/1997","07/06/1997","07/06/1997","07/06/1997","07/06/1997",603,607,610,"PRED",NA,NA,NA,"3","03/06/1997",1997-06-07,1997-06-10,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-03,NA,NA,NA,1997-06-07,1997-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-24983","Tuzla-KP",1997-05-24,"3","3",NA,NA,"PRED","PRED",NA,NA,NA,NA,NA,NA,154,2,1,1997-06-07,1997-06-23,1997-05-24,1997-06-07,1997-06-27,1997-06-03,1997-05-24,"min.ldminus10",1997-06-27,"latest.enddate",34,NA
"3896","Tuzla",1997,"C","126","KP","U",NA,NA,NA,NA,"83855",NA,NA,NA,NA,NA,NA,NA,NA,"M","F","RX.MX|YX.gX","Tuzla-KP-1997-C-126",1997,1996,"1997-RX.MX|YX.gX",NA,NA,"15/06/1997","15/06/1997","15/06/1997","15/06/1997",608,608,616,"PRED",NA,NA,NA,"3","08/06/1997",1997-06-08,1997-06-16,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-08,NA,NA,NA,1997-06-15,1997-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-83855","Tuzla-KP",1997-05-29,"3",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,159,1,1,1997-06-15,1997-06-15,1997-05-29,1997-06-08,1997-06-16,1997-06-08,1997-05-29,"min.ldminus10",1997-06-16,"latest.enddate",18,NA
"3897","Tuzla",1997,"C","127","KP","U",NA,NA,610,NA,"83601","24989","25153","25154","25155",NA,NA,NA,NA,"M","F","XX.MY|XX.RO","Tuzla-KP-1997-C-127",1996,1996,"1997-XX.MY|XX.RO","21/04/1997","21/06/1997","08/06/1997","08/06/1997","08/06/1997","08/06/1997",516,608,610,"HATCH",NA,NA,"3","3","16/05/1997",1997-06-08,1997-06-10,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10/06/1997",18.7,6,"10/06/1997",19.4,6.6,"10/06/1997",19.6,6.3,19.6,"10/06/1997",1.318734793,"10/06/1997","14/05/1997",1997-05-16,-1.318734793,NA,NA,1997-04-21,1997-06-21,NA,NA,NA,NA,NA,NA,"08/06/1997",NA,NA,NA,NA,NA,"1997-83601","Tuzla-KP",1997-05-06,"3",NA,NA,NA,"HATCH",NA,NA,NA,"3",NA,NA,NA,136,1,1,1997-04-21,1997-06-21,1997-05-06,1997-06-08,1997-06-10,1997-05-16,1997-04-21,"earliest.seen",1997-06-21,"latest.seen",61,NA
"3898","Tuzla",1997,"C","128","KP","U",NA,NA,NA,NA,"21820","83919",NA,NA,NA,NA,NA,NA,NA,"M","F",NA,"Tuzla-KP-1997-C-128",NA,NA,"1997-NA",NA,NA,NA,NA,NA,NA,614,609,629,"PRED",NA,NA,NA,"2","14/06/1997",1997-06-09,1997-06-29,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male's ring does not exist in captures, in nest file under comments it says (""DH83805 F"") (CCI 2016)","1997-21820","Tuzla-KP",1997-06-04,"2",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,165,1,1,NA,NA,1997-06-04,1997-06-09,1997-06-29,1997-06-14,1997-06-04,"min.ldminus10",1997-06-29,"latest.enddate",25,NA
"3899","Tuzla",1997,"C","129","KP","U",NA,NA,NA,NA,"24994","24990",NA,NA,NA,NA,NA,NA,NA,"M","F","Mg.XX|Yg.XX","Tuzla-KP-1997-C-129",1997,1997,"1997-Mg.XX|Yg.XX",NA,NA,"09/06/1997","09/06/1997","09/06/1997","09/06/1997",601,609,613,"PRED",NA,NA,NA,"2","01/06/1997",1997-06-09,1997-06-13,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-01,NA,NA,NA,1997-06-09,1997-06-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-24994","Tuzla-KP",1997-05-22,"2",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,152,1,1,1997-06-09,1997-06-09,1997-05-22,1997-06-09,1997-06-13,1997-06-01,1997-05-22,"min.ldminus10",1997-06-13,"latest.enddate",22,NA
"3900","Tuzla",1997,"C","130","KP","U",NA,NA,NA,NA,"24993","24991","25182","25184","25185",NA,NA,NA,NA,"M","F","gM.XX|YB.XX","Tuzla-KP-1997-C-130",1997,1997,"1997-gM.XX|YB.XX",NA,NA,"09/06/1997","09/06/1997","09/06/1997","09/06/1997",531,609,622,"HATCH",NA,NA,"1","3","31/05/1997",1997-06-09,1997-06-22,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21/06/1997",19.2,6.5,"22/06/1997",18.9,6.2,"22/06/1997",17.8,6.7,19.2,"21/06/1997",0.345498783,"21/06/1997","26/05/1997",1997-05-31,-4.345498783,NA,NA,1997-06-09,1997-06-09,NA,NA,NA,NA,NA,NA,"20/06/1997",NA,NA,NA,NA,NA,"1997-24993","Tuzla-KP",1997-05-21,"3",NA,NA,NA,"HATCH",NA,NA,NA,"1",NA,NA,NA,151,1,1,1997-06-09,1997-06-09,1997-05-21,1997-06-09,1997-06-22,1997-05-31,1997-05-21,"min.ldminus10",1997-06-22,"latest.enddate",32,NA
"3902","Tuzla",1997,"C","132","KP","U",NA,NA,NA,NA,"25171","25173",NA,NA,NA,NA,NA,NA,NA,"M","F","RX.MX|GX.gX","Tuzla-KP-1997-C-132",1997,1997,"1997-RX.MX|GX.gX","17/06/1997","21/06/1997","16/06/1997","16/06/1997","16/06/1997","16/06/1997",614,610,NA,NA,NA,NA,NA,"3","14/06/1997",1997-06-10,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-14,NA,NA,NA,1997-06-16,1997-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-25171","Tuzla-KP",1997-06-04,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165,1,1,1997-06-16,1997-06-21,1997-06-04,1997-06-10,NA,1997-06-14,1997-06-04,"min.ldminus10",1997-06-21,"latest.seen",17,NA
"3906","Tuzla",1997,"C","139","KP","U",NA,NA,NA,NA,"83992",NA,NA,NA,NA,NA,NA,NA,NA,"M","F","MX.RX|gX.RX","Tuzla-KP-1997-C-139",1997,1996,"1997-MX.RX|gX.RX",NA,NA,"14/06/1997","14/06/1997","14/06/1997","14/06/1997",609,613,616,"PRED",NA,NA,NA,"3","09/06/1997",1997-06-13,1997-06-16,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-09,NA,NA,NA,1997-06-14,1997-06-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-83992","Tuzla-KP",1997-05-30,"3",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,160,1,1,1997-06-14,1997-06-14,1997-05-30,1997-06-13,1997-06-16,1997-06-09,1997-05-30,"min.ldminus10",1997-06-16,"latest.enddate",17,NA
"3907","Tuzla",1997,"C","140","KP","U",NA,NA,NA,NA,"25177","25180",NA,NA,NA,NA,NA,NA,NA,"M","F","OX.MX|OX.gX","Tuzla-KP-1997-C-140",1997,1997,"1997-OX.MX|OX.gX","21/06/1997","24/06/1997","17/06/1997","17/06/1997","17/06/1997","17/06/1997",617,613,NA,NA,NA,NA,NA,"3","17/06/1997",1997-06-13,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-17,NA,NA,NA,1997-06-17,1997-06-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-25177","Tuzla-KP",1997-06-07,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,168,1,1,1997-06-17,1997-06-24,1997-06-07,1997-06-13,NA,1997-06-17,1997-06-07,"min.ldminus10",1997-06-24,"latest.seen",17,NA
"3908","Tuzla",1997,"C","141","KP","U",NA,NA,NA,NA,"25183","83557",NA,NA,NA,NA,NA,NA,NA,"M","F","OX.MX|gX.gX","Tuzla-KP-1997-C-141",1997,1997,"1997-OX.MX|gX.gX",NA,NA,"21/06/1997","21/06/1997","21/06/1997","21/06/1997",618,613,622,"PRED",NA,NA,NA,"3","18/06/1997",1997-06-13,1997-06-22,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-18,NA,NA,NA,1997-06-21,1997-06-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-25183","Tuzla-KP",1997-06-08,"3",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,169,1,1,1997-06-21,1997-06-21,1997-06-08,1997-06-13,1997-06-22,1997-06-18,1997-06-08,"min.ldminus10",1997-06-22,"latest.enddate",14,NA
"3910","Tuzla",1997,"C","145","KP","U",NA,NA,NA,NA,"25168","83623",NA,NA,NA,NA,NA,NA,NA,"M","F","RX.MX|WX.gX","Tuzla-KP-1997-C-145",1997,1997,"1997-RX.MX|WX.gX","20/06/1997","20/06/1997","16/06/1997","16/06/1997","16/06/1997","16/06/1997",612,614,NA,NA,NA,NA,NA,"3","12/06/1997",1997-06-14,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-12,NA,NA,NA,1997-06-16,1997-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-25168","Tuzla-KP",1997-06-02,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,1,1,1997-06-16,1997-06-20,1997-06-02,1997-06-14,NA,1997-06-12,1997-06-02,"min.ldminus10",1997-06-20,"latest.seen",18,NA
"3911","Tuzla",1997,"C","147","KP","U",NA,NA,NA,NA,"83835","25163",NA,NA,NA,NA,NA,NA,NA,"M","F","Mg.XX|OW.XX","Tuzla-KP-1997-C-147",1996,1996,"1997-Mg.XX|OW.XX","20/04/1997","20/06/1997",NA,NA,NA,NA,612,614,NA,NA,NA,NA,NA,"3","12/06/1997",1997-06-14,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-12,NA,NA,NA,1997-04-20,1997-06-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-83835","Tuzla-KP",1997-06-02,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163,1,1,1997-04-20,1997-06-20,1997-06-02,1997-06-14,NA,1997-06-12,1997-04-20,"earliest.seen",1997-06-20,"latest.seen",61,NA
"3912","Tuzla",1997,"C","148","KP","U",NA,NA,NA,NA,"25164",NA,NA,NA,NA,NA,NA,NA,NA,"M","F","RX.MX|RX.gX","Tuzla-KP-1997-C-148",1997,1997,"1997-RX.MX|RX.gX","17/06/1997","17/06/1997","14/06/1997","14/06/1997","14/06/1997","14/06/1997",612,614,616,"PRED",NA,NA,NA,"3","12/06/1997",1997-06-14,1997-06-16,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-12,NA,NA,NA,1997-06-14,1997-06-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-25164","Tuzla-KP",1997-06-02,"3",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,163,1,1,1997-06-14,1997-06-17,1997-06-02,1997-06-14,1997-06-16,1997-06-12,1997-06-02,"min.ldminus10",1997-06-17,"latest.seen",15,NA
"3915","Tuzla",1997,"C","151","KP","U",NA,NA,NA,NA,"25179","83583",NA,NA,NA,NA,NA,NA,NA,"M","F","OX.MX|YX.gX","Tuzla-KP-1997-C-151",1997,1997,"1997-OX.MX|YX.gX","23/06/1997","23/06/1997","17/06/1997","17/06/1997","17/06/1997","17/06/1997",615,615,NA,"PPRED",NA,NA,NA,"3","15/06/1997",1997-06-15,NA,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-15,NA,NA,NA,1997-06-17,1997-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-25179","Tuzla-KP",1997-06-05,"3",NA,NA,NA,"PPRED",NA,NA,NA,NA,NA,NA,NA,166,1,1,1997-06-17,1997-06-23,1997-06-05,1997-06-15,NA,1997-06-15,1997-06-05,"min.ldminus10",1997-06-23,"latest.seen",18,NA
"3917","Tuzla",1997,"C","154","KP","U",NA,NA,NA,NA,"25186","83553",NA,NA,NA,NA,NA,NA,NA,"M","F","OX.MX|GX.gX","Tuzla-KP-1997-C-154",1997,1997,"1997-OX.MX|GX.gX","23/06/1997","23/06/1997","22/06/1997","22/06/1997","22/06/1997","22/06/1997",621,617,623,"PRED",NA,NA,NA,"3","21/06/1997",1997-06-17,1997-06-23,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-06-21,NA,NA,NA,1997-06-22,1997-06-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-25186","Tuzla-KP",1997-06-11,"3",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,172,1,1,1997-06-22,1997-06-23,1997-06-11,1997-06-17,1997-06-23,1997-06-21,1997-06-11,"min.ldminus10",1997-06-23,"latest.seen",12,NA
"3919","Tuzla",1997,"D","1","KP","U",NA,NA,NA,NA,"24802","24801",NA,NA,NA,NA,NA,NA,NA,"M","F","YM.XX|WG.XX","Tuzla-KP-1997-D-1",1997,1997,"1997-YM.XX|WG.XX","01/06/1997","25/06/1997","25/04/1997","25/04/1997","25/04/1997","25/04/1997",421,416,506,"PRED",NA,NA,NA,"3","21/04/1997",1997-04-16,1997-05-06,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-21,NA,NA,NA,1997-04-25,1997-06-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-24802","Tuzla-KP",1997-04-11,"3","3",NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,111,2,1,1997-04-25,1997-06-25,1997-04-11,1997-04-16,1997-06-29,1997-04-21,1997-04-11,"min.ldminus10",1997-06-29,"latest.enddate",79,NA
"3920","Tuzla",1997,"D","4","KP","U",NA,NA,NA,NA,"83627","83628",NA,NA,NA,NA,NA,NA,NA,"M","F","XX.MY|XX.OY","Tuzla-KP-1997-D-4",1996,1996,"1997-XX.MY|XX.OY","21/04/1997","26/06/1997",NA,NA,NA,NA,423,420,511,"PRED",NA,NA,NA,"3","23/04/1997",1997-04-20,1997-05-11,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-23,NA,NA,NA,1997-04-21,1997-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-83627","Tuzla-KP",1997-04-13,"3","3","3",NA,"PRED","PRED",NA,NA,NA,NA,NA,NA,113,3,1,1997-04-21,1997-06-26,1997-04-13,1997-04-20,1997-06-18,1997-04-23,1997-04-13,"min.ldminus10",1997-06-26,"latest.seen",74,NA
"3921","Tuzla",1997,"D","5","KP","U",NA,NA,520,NA,"83857","24806","24772","24773",NA,NA,NA,NA,NA,"M","F","MY.XX|gR.XX","Tuzla-KP-1997-D-5",1996,1996,"1997-MY.XX|gR.XX","16/04/1997","25/04/1997",NA,NA,NA,NA,426,421,520,"HATCH",NA,NA,"1","3","26/04/1997",1997-04-21,1997-05-20,NA,523,618,NA,0,15,NA,NA,523,"618",618,NA,"23/05/1997","18/06/1997",NA,NA,NA,"23/05/1997","18/06/1997","18/06/1997",NA,"20/05/1997",19.5,6.9,"20/05/1997",18.4,6.6,NA,NA,NA,19.5,"20/05/1997",1.075425791,"20/05/1997","23/04/1997",1997-04-26,-2.075425791,NA,NA,1997-04-16,1997-06-18,NA,NA,NA,NA,NA,NA,"18/05/1997",NA,NA,NA,NA,NA,"1997-83857","Tuzla-KP",1997-04-16,"3",NA,NA,NA,"HATCH",NA,NA,NA,"1",NA,NA,NA,116,1,1,1997-04-16,1997-06-18,1997-04-16,1997-04-21,1997-05-20,1997-04-26,1997-04-16,"earliest.seen",1997-06-18,"latest.seen",63,NA
"3922","Tuzla",1997,"D","6","KP","U",NA,NA,NA,NA,"83333","83558",NA,NA,NA,NA,NA,NA,NA,"M","F","XX.YM|XX.WB","Tuzla-KP-1997-D-6",1997,1996,"1997-XX.YM|XX.WB","15/05/1997","17/05/1997","28/04/1997","06/06/1997","28/04/1997","06/06/1997",426,422,505,"PRED",NA,NA,NA,"3","26/04/1997",1997-04-22,1997-05-05,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-26,NA,NA,NA,1997-04-28,1997-06-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-83333","Tuzla-KP",1997-04-16,"3",NA,"3",NA,"PRED","PRED","HATCH",NA,NA,NA,"1",NA,116,3,1,1997-04-28,1997-06-06,1997-04-16,1997-04-22,1997-06-20,1997-04-26,1997-04-16,"min.ldminus10",1997-06-20,"latest.enddate",65,NA
"3923","Tuzla",1997,"D","7","KP","U",NA,NA,NA,NA,"83944",NA,NA,NA,NA,NA,NA,NA,NA,"M","F","MO.XX|GB.XX","Tuzla-KP-1997-D-7",1996,1996,"1997-MO.XX|GB.XX","21/04/1997","28/06/1997",NA,NA,NA,NA,427,423,505,"PRED",NA,NA,NA,"3","27/04/1997",1997-04-23,1997-05-05,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-27,NA,NA,NA,1997-04-21,1997-06-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-83944","Tuzla-KP",1997-04-17,"3","3",NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,117,2,1,1997-04-21,1997-06-28,1997-04-17,1997-04-23,1997-05-05,1997-04-27,1997-04-17,"min.ldminus10",1997-06-28,"latest.seen",72,NA
"3924","Tuzla",1997,"D","11","KP","U",NA,NA,NA,NA,"24805",NA,NA,NA,NA,NA,NA,NA,NA,"M","F","YM.XX|OB.XX","Tuzla-KP-1997-D-11",1997,1997,"1997-YM.XX|OB.XX","24/05/1997","26/06/1997","02/05/1997","02/05/1997","02/05/1997","02/05/1997",428,425,505,"PRED",NA,NA,NA,"3","28/04/1997",1997-04-25,1997-05-05,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-28,NA,NA,NA,1997-05-02,1997-06-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-24805","Tuzla-KP",1997-04-18,"3","3",NA,NA,"PRED","HATCH",NA,NA,NA,"3",NA,NA,118,2,1,1997-05-02,1997-06-26,1997-04-18,1997-04-25,1997-06-09,1997-04-28,1997-04-18,"min.ldminus10",1997-06-26,"latest.seen",69,NA
"3925","Tuzla",1997,"D","16","KP","U",NA,NA,NA,NA,"24804","24803",NA,NA,NA,NA,NA,NA,NA,"M","F","YM.XX|Wg.XX","Tuzla-KP-1997-D-16",1997,1997,"1997-YM.XX|Wg.XX",NA,NA,"30/04/1997","30/04/1997","30/04/1997","30/04/1997",428,426,503,"PRED",NA,NA,NA,"3","28/04/1997",1997-04-26,1997-05-03,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-28,NA,NA,NA,1997-04-30,1997-04-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-24804","Tuzla-KP",1997-04-18,"3",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,118,1,1,1997-04-30,1997-04-30,1997-04-18,1997-04-26,1997-05-03,1997-04-28,1997-04-18,"min.ldminus10",1997-05-03,"latest.enddate",15,NA
"3926","Tuzla",1997,"D","17","KP","U",NA,NA,NA,NA,"83972","83973",NA,NA,NA,NA,NA,NA,NA,"M","F","MW.XX|RG.XX","Tuzla-KP-1997-D-17",1996,1996,"1997-MW.XX|RG.XX","16/04/1997","25/05/1997",NA,NA,NA,NA,430,426,502,"PRED",NA,NA,NA,NA,"30/04/1997",1997-04-26,1997-05-02,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-30,NA,NA,NA,1997-04-16,1997-05-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-83972","Tuzla-KP",1997-04-20,NA,"3",NA,NA,"PRED","HATCH",NA,NA,NA,"3",NA,NA,120,2,1,1997-04-16,1997-06-22,1997-04-20,1997-04-26,1997-06-19,1997-04-30,1997-04-16,"earliest.seen",1997-06-22,"latest.seen",67,NA
"3927","Tuzla",1997,"D","21","KP","U",NA,NA,NA,NA,"24811","24814",NA,NA,NA,NA,NA,NA,NA,"M","F","YM.XX|RO.XX","Tuzla-KP-1997-D-21",1997,1997,"1997-YM.XX|RO.XX",NA,NA,"09/05/1997","09/05/1997","09/05/1997","09/05/1997",501,427,525,NA,NA,NA,NA,"3","01/05/1997",1997-04-27,1997-05-25,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-05-01,NA,NA,NA,1997-05-09,1997-05-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-24811","Tuzla-KP",1997-04-21,"3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121,1,1,1997-05-09,1997-05-09,1997-04-21,1997-04-27,1997-05-25,1997-05-01,1997-04-21,"min.ldminus10",1997-05-25,"latest.enddate",34,NA
"3928","Tuzla",1997,"D","22","KP","U",NA,NA,NA,NA,"24809","83964",NA,NA,NA,NA,NA,NA,NA,"M","F","YM.XX|RW.XX","Tuzla-KP-1997-D-22",1997,1997,"1997-YM.XX|RW.XX",NA,NA,"07/05/1997","07/05/1997","07/05/1997","07/05/1997",428,427,515,"PRED",NA,NA,NA,"3","28/04/1997",1997-04-27,1997-05-15,NA,NA,NA,NA,NA,0,NA,NA,Inf,"#NAME?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1997-04-28,NA,NA,NA,1997-05-07,1997-05-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1997-24809","Tuzla-KP",1997-04-18,"3",NA,NA,NA,"PRED",NA,NA,NA,NA,NA,NA,NA,118,1,1,1997-05-07,1997-05-07,1997-04-18,1997-04-27,1997-05-15,1997-04-28,1997-04-18,"min.ldminus10",1997-05-15,"latest.enddate",27,NA
