year,site,nest,species,ring,code,mate_ring,mate_code,chick1,chick2,chick3,mol_sex_focal,mol_sex_mate,captured_focalyear_focal,captured_focalyear_mate,comments_stdfile,error.p,error.ch,field_sex_focal,field_sex_mate,nest.id,year.cr,year.mr,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,northing,easting,no_chicks,clutch_size,hatch_date,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,bf.quality,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen
2015,Andavadoaka,204,KiP,FH69131,L.W|M.B,FH68783,W.B|M.L,NA,NA,NA,M,F,no,no,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-204,2012,2012,07-03-15,30-04-15,11-04-15,11-04-15,11-04-15,11-04-15,315,314,326,PRED,7553433,320420,0,2,NA,15-03-15,14-03-15,26-03-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-03-15,NA,07-03-15,30-04-15
2014,Andavadoaka,-303,MP,FH17846,inconsistent codes,NA,NA,FH72757,FH72758,NA,F,NA,yes,NA,inconsistent codes,NA,NA,F,NA,2014-MP-Andavadoaka--303,NA,2009,NA,NA,06-04-14,06-04-14,06-04-14,06-04-14,NA,NA,NA,NA,NA,NA,NA,NA,03-04-14,NA,NA,NA,NA,406,406,NA,0,1,NA,NA,NA,406,406,406,NA,06-04-14,06-04-14,NA,NA,NA,06-04-14,06-04-14,06-04-14,NA,06-04-14,8.1,22.2,6.3,06-04-14,7.7,21.6,6.5,NA,NA,NA,NA,22.2,06-04-14,7.603,06-04-14,04-03-14,29-03-14,04-03-14,NA,06-04-14,06-04-14
2014,Andavadoaka,307,KiP,FH68958,B.X|M.X,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-307,2013,2013,18-03-14,18-03-14,15-04-14,15-04-14,15-04-14,15-04-14,325,326,422,UNKNOWN,7557525,321565,NA,2,NA,25-03-14,26-03-14,22-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25-03-14,NA,18-03-14,15-04-14
2015,Andavadoaka,342,KiP,FH47395,O.G|M.L,FH73213,B.M|L.Y,NA,NA,NA,F,M,no,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-342,2013,2013,06-04-15,06-04-15,NA,NA,NA,NA,413,406,NA,NA,7555514,321595,NA,2,NA,13-04-15,06-04-15,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-04-15,NA,06-04-15,06-04-15
2009,Andavadoaka,2,MP,FH17815,L.G|M.L,FH17814,L.W|M.G,FH17824,NA,NA,F,NA,yes,yes,NA,NA,NA,F,M,2009-MP-Andavadoaka-2,2009,2009,12-04-09,12-04-09,NA,NA,NA,NA,202,226,227,HATCH-NON RET,7557139,319760,1,1,NA,02-02-09,26-02-09,27-02-09,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27-02-09,7.1,21.3,6.9,NA,NA,NA,NA,NA,NA,NA,NA,21.3,27-02-09,5.335,27-02-09,27-01-09,21-02-09,02-02-09,-5.335,12-04-09,12-04-09
2015,Andavadoaka,614,MP,FH73568,W.G|M.W,FH73179,W.G|M.O,NA,NA,NA,F,M,no,yes,NA,NA,NA,F,NA,2015-MP-Andavadoaka-614,2015,2015,NA,NA,19-05-15,19-05-15,19-05-15,19-05-15,506,514,521,PRED,7554584,321140,NA,2,NA,06-05-15,14-05-15,21-05-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06-05-15,NA,19-05-15,19-05-15
2015,Andavadoaka,129,KiP,FH72678,Y.K|Y.M,NA,W.Y|R.M,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-129,2015,2015,NA,NA,02-04-15,17-04-15,02-04-15,17-04-15,330,330,427,HATCH?,7557173,319951,NA,2,NA,30-03-15,30-03-15,27-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-03-15,NA,02-04-15,17-04-15
2015,Andavadoaka,253,KiP,FH73140,O.M|O.W,FH73118,G.M|Y.L,FH73139,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-253,2015,2015,29-04-15,30-04-15,22-04-15,22-04-15,22-04-15,22-04-15,401,409,422,HATCH,7553447,319974,1,2,22-04-15,01-04-15,09-04-15,22-04-15,22-04-15,422,425,NA,0,2,NA,NA,NA,422,425,425,NA,22-04-15,25-04-15,NA,NA,NA,22-04-15,25-04-15,25-04-15,NA,22-04-15,7.3,18.9,5.99,NA,NA,NA,NA,NA,NA,NA,NA,18.9,22-04-15,-0.713,22-04-15,28-03-15,22-04-15,01-04-15,-4,22-04-15,30-04-15
2014,Andavadoaka,326,KiP,FH72762,O.B|L.M,FH72759,G.W|R.M,FH72922,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-326,2014,2014,11-04-14,11-04-14,06-04-14,06-04-14,06-04-14,06-04-14,326,406,414,DESER,7556116,321195,NA,2,NA,26-03-14,06-04-14,14-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-04-14,6.36,17.86,5.5,NA,NA,NA,NA,NA,NA,NA,NA,17.86,14-04-14,-3.3338,14-04-14,20-03-14,14-04-14,26-03-14,-6,06-04-14,11-04-14
2015,Andavadoaka,256,KiP,FH73137,O.M|Y.L,FH73138,O.M|Y.O,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-256,2015,2015,NA,NA,21-04-15,21-04-15,21-04-15,21-04-15,418,420,NA,NA,7553507,320436,0,2,NA,18-04-15,20-04-15,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-04-15,NA,21-04-15,21-04-15
2015,Andavadoaka,301,KiP,FH73074,G.M|L.B,FH73073,G.M|G.G,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-301,2015,2015,04-04-15,04-04-15,23-03-15,23-03-15,23-03-15,23-03-15,318,312,331,PRED,7553763,319995,0,2,NA,18-03-15,12-03-15,31-03-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-03-15,NA,23-03-15,04-04-15
2015,Andavadoaka,680,KiP,FH47695,O.W|B.MK,FH72975,R.M|L.O,FH73578,FH73582,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-680,2015,2010,NA,NA,07-05-15,07-05-15,07-05-15,07-05-15,429,507,518,HATCH,7556401,323064,2,2,18-05-15,29-04-15,07-05-15,18-05-15,18-05-15,NA,NA,NA,NA,1,NA,NA,NA,521,521,521,NA,NA,NA,NA,NA,NA,21-05-15,21-05-15,21-05-15,NA,21-05-15,7.4,21,5.6,21-05-15,7.2,20.5,5.1,NA,NA,NA,NA,21,21-05-15,4.579,21-05-15,21-04-15,16-05-15,29-04-15,-7.579,07-05-15,07-05-15
2013,Andavadoaka,364,KiP,FH47671,O.L|M.R,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2013-KiP-Andavadoaka-364,2013,2013,14-04-13,02-05-13,03-04-13,02-05-13,03-04-13,02-05-13,422,502,509,PRED,7553559,319641,NA,2,NA,22-04-13,02-05-13,09-05-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-04-13,NA,03-04-13,02-05-13
2014,Andavadoaka,-304,KiP,FH72746,B.R|Y.M,NA,NA,FH72745,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka--304,2014,2014,NA,NA,04-04-14,04-04-14,04-04-14,04-04-14,NA,NA,NA,NA,NA,NA,NA,NA,07-03-14,NA,NA,NA,NA,404,502,404,0,2,NA,NA,NA,404,502,502,NA,04-04-14,02-05-14,04-04-14,NA,NA,04-04-14,02-05-14,02-05-14,NA,04-04-14,13,29.5,17,NA,NA,NA,NA,NA,NA,NA,NA,29.5,04-04-14,25.999,04-04-14,12-02-14,09-03-14,12-02-14,NA,04-04-14,02-05-14
2015,Andavadoaka,-26,KiP,FH73383,R.M|R.O,NA,NA,FH73384,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--26,2015,2015,NA,NA,28-05-15,28-05-15,28-05-15,28-05-15,NA,NA,NA,NA,NA,NA,NA,NA,14-05-15,NA,NA,NA,NA,528,528,NA,0,1,NA,NA,NA,528,528,528,NA,28-05-15,28-05-15,NA,NA,NA,28-05-15,28-05-15,28-05-15,NA,28-05-15,11,26,11.6,NA,NA,NA,NA,NA,NA,NA,NA,26,28-05-15,17.179,28-05-15,15-04-15,10-05-15,15-04-15,NA,28-05-15,28-05-15
2015,Andavadoaka,356,KiP,FH73230,B.M|L.O,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-356,2015,2015,NA,NA,23-04-15,23-04-15,23-04-15,23-04-15,420,417,430,PRED,7555893,321279,0,2,NA,20-04-15,17-04-15,30-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-04-15,NA,23-04-15,23-04-15
2013,Andavadoaka,2,MP,FH47521,B.B|M.G,FH47441,B.Y|M.O,FH47437,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2013-MP-Andavadoaka-2,2013,2013,24-04-13,24-04-13,20-03-13,20-03-13,20-03-13,20-03-13,305,313,401,HATCH,7556218,319794,1,2,01-04-13,05-03-13,13-03-13,01-04-13,01-04-13,401,409,NA,0,2,NA,NA,NA,401,409,409,NA,01-04-13,09-04-13,NA,NA,NA,01-04-13,09-04-13,09-04-13,NA,01-04-13,7.6,20.2,7,NA,NA,NA,NA,NA,NA,NA,NA,20.2,01-04-13,2.563,01-04-13,04-03-13,29-03-13,05-03-13,-0.563,20-03-13,24-04-13
2013,Andavadoaka,-133,KiP,FH72272,R.L|M.W,FH72273,G.O|G.M,NA,NA,NA,M,M,yes,yes,two males as parents,NA,NA,M,NA,2013-KiP-Andavadoaka--133,2013,2013,NA,NA,08-05-13,08-05-13,08-05-13,08-05-13,NA,NA,NA,NA,NA,NA,NA,NA,09-04-13,NA,NA,NA,NA,508,508,NA,0,1,NA,NA,NA,508,508,508,NA,08-05-13,08-05-13,NA,NA,NA,08-05-13,08-05-13,08-05-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08-05-13,08-05-13
2015,Andavadoaka,306,WfP,FH47617,R.Y|M.W,FH68916,G.B|M.L,NA,NA,NA,F,M,yes,no,NA,NA,NA,F,NA,2015-WfP-Andavadoaka-306,2015,2012,18-03-15,18-03-15,04-04-15,04-04-15,04-04-15,04-04-15,329,331,410,PRED,7555973,321276,NA,3,NA,29-03-15,31-03-15,10-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29-03-15,NA,18-03-15,04-04-15
2015,Andavadoaka,606,KiP,FH72946,L.M|L.L,FH72947,L.M|L.O,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-606,2015,2015,NA,NA,20-04-15,20-04-15,20-04-15,20-04-15,405,413,427,PRED,7554522,321151,NA,2,NA,05-04-15,13-04-15,27-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,05-04-15,NA,20-04-15,20-04-15
2014,Andavadoaka,210,KiP,FH72617,W.O|G.M,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-210,2014,2014,NA,NA,16-03-14,16-03-14,16-03-14,16-03-14,307,315,402,PRED,7553843,320428,0,1,NA,07-03-14,15-03-14,02-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07-03-14,NA,16-03-14,16-03-14
2010,Andavadoaka,301,MP,FH47598,R.B|W.M,FH47599,L.R|B.M,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2010-MP-Andavadoaka-301,2010,2010,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Andavadoaka,337,KiP,FH47186,R.B|M.R,FH72107,R.W|M.Y,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-337,2013,2013,NA,NA,24-04-13,24-04-13,24-04-13,24-04-13,415,415,428,PRED,7554656,321052,NA,2,NA,15-04-13,15-04-13,28-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-04-13,NA,24-04-13,24-04-13
2013,Andavadoaka,101,KiP,FH69067,L.R|M.L,FH69204,B.W|M.Y,FH47177,NA,NA,M,NA,no,yes,NA,NA,NA,M,F,2013-KiP-Andavadoaka-101,2012,2012,NA,NA,NA,NA,NA,NA,307,312,401,HATCH,7556065,321349,1,2,NA,07-03-13,12-03-13,01-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-04-13,6.9,18.8,6.1,NA,NA,NA,NA,NA,NA,NA,NA,18.8,01-04-13,-0.965,01-04-13,07-03-13,01-04-13,07-03-13,0,NA,NA
2015,Andavadoaka,247,KiP,FH73112,G.M|R.Y,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-247,2015,2015,09-04-15,17-04-15,09-04-15,09-04-15,09-04-15,09-04-15,406,407,415,PRED,7553761,319919,0,2,NA,06-04-15,07-04-15,15-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06-04-15,NA,09-04-15,17-04-15
2014,Andavadoaka,122,KiP,FH68849,W.M|X.X,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka-122,2014,2012,NA,NA,12-04-14,12-04-14,12-04-14,12-04-14,408,410,414,DESER,7550493,320824,NA,2,NA,08-04-14,10-04-14,14-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08-04-14,NA,12-04-14,12-04-14
2014,Andavadoaka,125,KiP,FH73032,L.M|B.R,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka-125,2014,2014,NA,NA,19-04-14,19-04-14,19-04-14,19-04-14,411,419,425,PRED,7560821,320783,0,2,NA,11-04-14,19-04-14,25-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-04-14,NA,19-04-14,19-04-14
2015,Andavadoaka,-40,KiP,FH72277,inconsistent codes,NA,NA,FH72276,NA,NA,M,NA,yes,NA,inconsistent codes,NA,NA,M,NA,2015-KiP-Andavadoaka--40,NA,2013,NA,NA,30-05-15,30-05-15,30-05-15,30-05-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,530,NA,0,1,NA,NA,NA,530,530,530,NA,30-05-15,30-05-15,NA,NA,NA,30-05-15,30-05-15,30-05-15,NA,30-05-15,10.6,25,10.2,NA,NA,NA,NA,NA,NA,NA,NA,25,30-05-15,14.659,30-05-15,20-04-15,15-05-15,20-04-15,NA,30-05-15,30-05-15
2012,Andavadoaka,-47,KiP,FH69199,Y.B|M.O,NA,NA,FH69200,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2012-KiP-Andavadoaka--47,2012,2012,NA,NA,21-05-12,21-05-12,21-05-12,21-05-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21-05-12,11.2,25.6,10.2,NA,NA,NA,NA,NA,NA,NA,NA,25.6,21-05-12,16.171,21-05-12,09-04-12,04-05-12,09-04-12,NA,21-05-12,21-05-12
2015,Andavadoaka,-47,KiP,FH73290,R.M|Y.Y,NA,NA,G.X|X.R,G.X|X.O,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--47,2015,2015,NA,NA,02-06-15,02-06-15,02-06-15,02-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,602,602,NA,0,1,NA,NA,NA,602,602,602,NA,02-06-15,02-06-15,NA,NA,NA,02-06-15,02-06-15,02-06-15,NA,02-06-15,7.1,21.3,5.8,02-06-15,6.6,21,5.7,NA,NA,NA,NA,21.3,02-06-15,5.335,02-06-15,02-05-15,27-05-15,02-05-15,NA,02-06-15,02-06-15
2012,Andavadoaka,20,WfP,FH69101,Y.L|M.B,NA,NA,FH47173,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2012-WfP-Andavadoaka-20,2012,2012,NA,NA,28-04-12,28-04-12,28-04-12,28-04-12,416,426,607,HATCH,7555328,320508,1,3,07-06-12,16-04-12,26-04-12,07-06-12,07-06-12,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,07-06-12,8.6,20.3,6.4,NA,NA,NA,NA,NA,NA,NA,NA,20.3,07-06-12,2.815,07-06-12,10-05-12,04-06-12,16-04-12,24.185,28-04-12,28-04-12
2014,Andavadoaka,120,KiP,FH73001,Y.G|O.M,FH72591,Y.Y|R.M,FH72600,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2014-KiP-Andavadoaka-120,2014,2014,12-04-14,21-05-14,08-04-14,08-04-14,08-04-14,08-04-14,NA,405,408,HATCH,7561037,320830,1,2,08-04-14,NA,05-04-14,08-04-14,08-04-14,408,521,NA,0,4,NA,NA,NA,408,521,521,NA,08-04-14,21-05-14,NA,NA,NA,08-04-14,21-05-14,21-05-14,NA,08-04-14,8,21.5,6,NA,NA,NA,NA,NA,NA,NA,NA,21.5,08-04-14,5.839,08-04-14,08-03-14,02-04-14,08-03-14,NA,08-04-14,21-05-14
2014,Andavadoaka,11,KiP,FH72805,R.L|R.M,NA,NA,FH72804,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-11,2014,2014,NA,NA,19-03-14,19-03-14,19-03-14,19-03-14,303,313,319,HATCH,7553429,319888,1,2,19-03-14,03-03-14,13-03-14,19-03-14,NA,325,329,NA,0,2,NA,NA,NA,325,329,329,NA,25-03-14,29-03-14,NA,NA,NA,25-03-14,29-03-14,29-03-14,NA,19-03-14,7.2,19.4,5.3,NA,NA,NA,NA,NA,NA,NA,NA,19.4,19-03-14,0.547,19-03-14,21-02-14,18-03-14,03-03-14,-9.547,19-03-14,29-03-14
2014,Andavadoaka,-116,KiP,FH73007,Y.G|R.M,NA,NA,FH73005,FH73006,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka--116,2014,2014,NA,NA,09-04-14,09-04-14,09-04-14,09-04-14,NA,NA,NA,NA,NA,NA,NA,NA,07-04-14,NA,NA,NA,NA,409,409,NA,0,1,NA,NA,NA,409,416,409,416,09-04-14,09-04-14,NA,NA,NA,09-04-14,16-04-14,09-04-14,16-04-14,09-04-14,9,21.2,4.5,09-04-14,9.7,22.2,4.8,NA,NA,NA,NA,22.2,09-04-14,7.603,09-04-14,07-03-14,01-04-14,07-03-14,NA,09-04-14,09-04-14
2014,Andavadoaka,-105,WfP,FH68777,W.B|M.L,FH68778,G.W|M.R,FH72573,FH72585,NA,M,F,no,no,NA,NA,NA,M,NA,2014-WfP-Andavadoaka--105,2013,2013,26-03-14,24-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-03-14,NA,NA,NA,NA,404,514,NA,0,4,NA,NA,NA,404,514,514,NA,04-04-14,14-05-14,NA,NA,NA,04-04-14,14-05-14,14-05-14,NA,02-04-14,7.9,20,6.2,04-04-14,9.4,22.2,8.3,NA,NA,NA,NA,22.2,04-04-14,7.603,04-04-14,02-03-14,27-03-14,02-03-14,NA,26-03-14,14-05-14
2015,Andavadoaka,111,MP,FH17819,inconsistent codes,FH47804,W.K|O.M,NA,NA,NA,M,F,yes,yes,inconsistent codes,NA,NA,M,NA,2015-MP-Andavadoaka-111,NA,2009,NA,NA,27-04-15,27-04-15,27-04-15,27-04-15,417,411,503,UNKNOWN,7557129,320066,NA,2,NA,17-04-15,11-04-15,03-05-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-04-15,NA,27-04-15,27-04-15
2013,Andavadoaka,148,KiP,FH68910,W.O|M.W,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-148,2013,2013,NA,NA,15-04-13,15-04-13,15-04-13,15-04-13,408,410,425,PRED,7555673,321435,0,2,NA,08-04-13,10-04-13,25-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,08-04-13,NA,15-04-13,15-04-13
2014,Andavadoaka,120,KiP,FH72591,Y.Y|R.M,FH73001,Y.G|O.M,FH72600,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-120,2014,2014,19-04-14,28-05-14,05-04-14,05-04-14,05-04-14,05-04-14,NA,405,408,HATCH,7561037,320830,1,2,08-04-14,NA,05-04-14,08-04-14,08-04-14,NA,NA,NA,NA,4,NA,NA,NA,408,521,521,NA,NA,NA,NA,NA,NA,08-04-14,21-05-14,21-05-14,NA,08-04-14,8,21.5,6,NA,NA,NA,NA,NA,NA,NA,NA,21.5,08-04-14,5.839,08-04-14,08-03-14,02-04-14,08-03-14,NA,05-04-14,28-05-14
2014,Andavadoaka,-202,WfP,FH72350,O.G|M.R,FH47492,M.B|B.B,FH72639,FH72640,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-WfP-Andavadoaka--202,2013,2013,28-03-14,18-04-14,24-03-14,24-03-14,24-03-14,24-03-14,NA,NA,NA,NA,NA,NA,NA,NA,24-03-14,NA,NA,NA,NA,324,324,NA,0,1,NA,NA,NA,324,324,324,NA,24-03-14,24-03-14,NA,NA,NA,24-03-14,24-03-14,24-03-14,NA,24-03-14,6.1,16.7,5.9,24-03-14,6.1,16.8,5.5,NA,NA,NA,NA,16.8,24-03-14,-6.005,24-03-14,27-02-14,24-03-14,27-02-14,NA,24-03-14,18-04-14
2014,Andavadoaka,400,MP,FH72902,W.B|M.O,FH72901,W.B|M.B,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-MP-Andavadoaka-400,2014,2014,14-05-14,14-05-14,28-03-14,28-03-14,28-03-14,28-03-14,323,328,NA,NA,7556728,320095,NA,2,NA,23-03-14,28-03-14,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-03-14,NA,28-03-14,14-05-14
2008,Andavadoaka,8,MP,FH17805,L.L|M.R,FH17806,L.O|M.G,NA,NA,NA,NA,F,yes,yes,NA,NA,NA,M,NA,2008-MP-Andavadoaka-8,2008,2008,NA,NA,NA,NA,NA,NA,1018,1026,1026,UNKNOWN,7553782,320369,NA,2,NA,18-10-08,26-10-08,26-10-08,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18-10-08,NA,NA,NA
