year,site,nest,species,ring,code,mate_ring,mate_code,chick1,chick2,chick3,mol_sex_focal,mol_sex_mate,captured_focalyear_focal,captured_focalyear_mate,comments_stdfile,error.p,error.ch,field_sex_focal,field_sex_mate,nest.id,year.cr,year.mr,first.res,last.res,first.cap,last.cap,first.cap.r,last.cap.r,laying_date,found_date,end_date,fate,northing,easting,no_chicks,clutch_size,hatch_date,laying_date.r,found_date.r,end_date.r,hatching_date.r,first.bf.adult,last.bf.adult,adult.not.seen.bf,times.adult.not.seen,total.brood.res,last.bf.adult.before.desertion,datenot.seen.after.desertion,bf.quality,first.bf,last.bf,chicks.alive.last,chicks.not.seen.bf,first.bf.adult.r,last.bf.adult.r,adult.not.seen.bf.r,last.bf.adult.before.desertion.r,datenot.seen.after.desertion.r,first.bf.r,last.bf.r,chicks.alive.last.r,chicks.not.seen.bf.r,chick1.capdate,chick1.bill,chick1.tarsus,chick1.weight,chick2.capdate,chick2.bill,chick2.tarsus,chick2.weight,chick3.capdate,chick3.bill,chick3.tarsus,chick3.weight,largest.chick.tarsus,largest.chick.capture,largest.chick.age,largest.chick.capdate,estimated.ld,estimated.hd,layingdate,check.estld,first.d.seen,last.d.seen
2015,Andavadoaka,136,KiP,FH73506,W.O|Y.M,FH72698,W.R|O.M,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-136,2015,2015,16-04-15,16-04-15,13-04-15,13-04-15,13-04-15,13-04-15,406,403,421,PRED,7556893,320169,NA,2,NA,06-04-15,03-04-15,21-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06-04-15,NA,13-04-15,16-04-15
2014,Andavadoaka,17,KiP,FH72500,R.L|G.M,NA,NA,NA,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka-17,2014,2014,NA,NA,17-03-14,17-03-14,17-03-14,17-03-14,316,316,402,PRED,7554663,320885,0,1,NA,16-03-14,16-03-14,02-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-03-14,NA,17-03-14,17-03-14
2015,Andavadoaka,248,KiP,FH73115,G.M|W.R,FH73114,G.M|W.O,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-248,2015,2015,NA,NA,09-04-15,09-04-15,09-04-15,09-04-15,406,407,427,ABAN,7553667,320180,0,2,NA,06-04-15,07-04-15,27-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,06-04-15,NA,09-04-15,09-04-15
2015,Andavadoaka,429,MP,FH17846,inconsistent codes,FH68734,O.M|L.B,NA,NA,NA,F,M,yes,yes,inconsistent codes,NA,NA,F,NA,2015-MP-Andavadoaka-429,NA,2009,NA,NA,30-03-15,30-03-15,30-03-15,30-03-15,326,328,417,Predated,7556148,321027,0,2,NA,26-03-15,28-03-15,17-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-03-15,NA,30-03-15,30-03-15
2015,Andavadoaka,233,KiP,FH68850,W.W|M.B,FH47071,O.O|M.Y,NA,NA,NA,M,F,no,no,NA,NA,NA,M,NA,2015-KiP-Andavadoaka-233,2012,2012,12-03-15,28-04-15,NA,NA,NA,NA,330,331,411,PRED,7553565,320170,0,2,NA,30-03-15,31-03-15,11-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-03-15,NA,12-03-15,28-04-15
2014,Andavadoaka,-3,KiP,FH73458,O.L|B.M,FH72481,NA,FH72811,FH73457,NA,NA,M,yes,no,NA,NA,NA,F,NA,2014-KiP-Andavadoaka--3,2014,2014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,poor quality,313,1116,1116,NA,NA,NA,NA,NA,NA,13-03-14,16-11-14,16-11-14,NA,20-03-14,9.7,23,6.9,16-11-14,10.5,26.5,10.3,NA,NA,NA,NA,26.5,16-11-14,18.439,16-11-14,03-10-14,28-10-14,03-10-14,NA,NA,NA
2014,Andavadoaka,106,MP,FH72550,G.G|M.B,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2014-MP-Andavadoaka-106,2014,2014,25-04-14,25-04-14,27-03-14,27-03-14,27-03-14,27-03-14,322,327,331,PRED,7560085,320687,0,2,NA,22-03-14,27-03-14,31-03-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-03-14,NA,27-03-14,25-04-14
2015,Andavadoaka,-55,KiP,NA,LL.X|X.GY,NA,NA,O.X|X.R,O.X|X.O,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2015-KiP-Andavadoaka--55,2015,NA,NA,NA,19-05-15,18-06-15,19-05-15,18-06-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604,604,NA,0,1,NA,NA,NA,604,604,604,NA,04-06-15,04-06-15,NA,NA,NA,04-06-15,04-06-15,04-06-15,NA,04-06-15,8,21,6.5,04-06-15,8.5,21.4,5.3,NA,NA,NA,NA,21.4,04-06-15,5.587,04-06-15,04-05-15,29-05-15,04-05-15,NA,19-05-15,18-06-15
2012,Andavadoaka,32,WfP,FH69169,Y.W|M.G,NA,NA,FH69160,FH69167,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2012-WfP-Andavadoaka-32,2012,2012,NA,NA,15-05-12,15-05-12,15-05-12,15-05-12,502,513,514,HATCH,7553454,319749,2,3,14-05-12,02-05-12,13-05-12,14-05-12,14-05-12,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14-05-12,6.6,19.8,5.8,14-05-12,6.9,18.8,6.2,NA,NA,NA,NA,19.8,14-05-12,1.555,14-05-12,17-04-12,12-05-12,02-05-12,-14.555,15-05-12,15-05-12
2014,Andavadoaka,-301,MP,FH72636,B.G|M.O,FH72633,B.G|M.L,FH72634,FH72635,NA,M,F,yes,yes,NA,NA,NA,M,NA,2014-MP-Andavadoaka--301,2014,2014,30-03-14,19-04-14,19-03-14,19-03-14,19-03-14,19-03-14,NA,NA,NA,NA,NA,NA,NA,NA,23-02-14,NA,NA,NA,NA,319,319,NA,0,1,NA,NA,NA,319,319,319,NA,19-03-14,19-03-14,NA,NA,NA,19-03-14,19-03-14,19-03-14,NA,19-03-14,12.3,30.9,18.1,19-03-14,12.7,30.1,17.5,NA,NA,NA,NA,30.9,19-03-14,29.527,19-03-14,23-01-14,17-02-14,23-01-14,NA,19-03-14,19-04-14
2015,Andavadoaka,212,KiP,FH73088,G.M|B.W,FH73100,G.M|O.O,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-212,2015,2015,11-04-15,11-04-15,31-03-15,31-03-15,31-03-15,31-03-15,326,322,417,PRED,7553648,320102,0,2,NA,26-03-15,22-03-15,17-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-03-15,NA,31-03-15,11-04-15
2013,Andavadoaka,14,KiP,FH47045,O.O|O.M,FH17877,inconsistent codes,NA,NA,NA,F,M,yes,no,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-14,2009,2009,30-03-13,25-04-13,30-03-13,30-03-13,30-03-13,30-03-13,313,315,NA,UNKNOWN,7555982,321267,NA,2,NA,13-03-13,15-03-13,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13-03-13,NA,30-03-13,25-04-13
2013,Andavadoaka,120,WfP,FH69209,inconsistent codes,FH47947,R.Y|W.M,FH68992,120WfP1,120WfP2,M,F,yes,yes,inconsistent codes,NA,NA,M,NA,2013-WfP-Andavadoaka-120,NA,2012,NA,NA,01-05-13,01-05-13,01-05-13,01-05-13,404,428,428,HATCH,7554156,319725,3,3,28-04-13,04-04-13,28-04-13,28-04-13,28-04-13,501,508,NA,1,6,NA,NA,NA,429,508,508,NA,01-05-13,08-05-13,NA,NA,NA,29-04-13,08-05-13,08-05-13,NA,28-04-13,6.4,14.9,5.8,29-04-13,6.6,11.8,6.1,29-04-13,6.3,12.7,5.7,14.9,28-04-13,-10.793,28-04-13,03-04-13,28-04-13,04-04-13,-1,01-05-13,08-05-13
2012,Andavadoaka,-9,KiP,FH69245,B.R|M.L,NA,NA,FH69246,NA,NA,NA,NA,yes,NA,NA,NA,NA,M,NA,2012-KiP-Andavadoaka--9,2012,2012,NA,NA,20-04-12,20-04-12,20-04-12,20-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20-04-12,13,30.3,17.2,NA,NA,NA,NA,NA,NA,NA,NA,30.3,20-04-12,28.015,20-04-12,26-02-12,22-03-12,26-02-12,NA,20-04-12,20-04-12
2012,Andavadoaka,23,WfP,FH69108,L.B|M.L,FH69078,L.W|M.R,FH68841,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2012-WfP-Andavadoaka-23,2012,2012,NA,NA,29-04-12,29-04-12,29-04-12,29-04-12,418,429,516,HATCH,7554618,321044,1,2,NA,18-04-12,29-04-12,16-05-12,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16-05-12,6.2,17.1,5,NA,NA,NA,NA,NA,NA,NA,NA,17.1,16-05-12,-5.249,16-05-12,21-04-12,16-05-12,18-04-12,3,29-04-12,29-04-12
2014,Andavadoaka,-400,MP,FH72907,W.B|M.W,FH72908,W.B|M.Y,FH72904,FH72905,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-MP-Andavadoaka--400,2014,2014,27-04-14,27-04-14,04-04-14,04-04-14,04-04-14,04-04-14,NA,NA,NA,NA,NA,NA,NA,NA,02-03-14,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02-04-14,15.54,32.96,24,04-04-14,15.49,32.38,21.5,NA,NA,NA,NA,32.96,02-04-14,34.7182,02-04-14,01-02-14,26-02-14,01-02-14,NA,04-04-14,27-04-14
2015,Andavadoaka,429,KiP,FH73306,Y.M|Y.L,FH73323,Y.M|G.R,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-429,2015,2015,NA,NA,16-04-15,16-04-15,16-04-15,16-04-15,401,401,421,Predated,7555886,320819,0,2,NA,01-04-15,01-04-15,21-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,01-04-15,NA,16-04-15,16-04-15
2014,Andavadoaka,112,KiP,FH72525,Y.B|G.M,FH72526,Y.G|G.M,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-112,2014,2014,NA,NA,16-03-14,16-03-14,16-03-14,16-03-14,309,314,321,DESER,7555712,320830,0,2,NA,09-03-14,14-03-14,21-03-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,09-03-14,NA,16-03-14,16-03-14
2014,Andavadoaka,317,KiP,FH72732,O.G|M.Y,FH72774,L.B|L.M,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-KiP-Andavadoaka-317,2014,2014,28-05-14,28-05-14,02-04-14,02-04-14,02-04-14,02-04-14,326,331,428,UNKNOWN,7557631,321926,NA,2,NA,26-03-14,31-03-14,28-04-14,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26-03-14,NA,02-04-14,28-05-14
2014,Andavadoaka,112,WfP,FH47274,B.R|R.M,FH73018,L.L|M.G,FH72891,FH72892,NA,F,M,yes,yes,NA,NA,NA,F,NA,2014-WfP-Andavadoaka-112,2009,2009,12-04-14,25-04-14,12-04-14,12-04-14,12-04-14,12-04-14,404,410,NA,HATCH,7560515,320717,2,2,04-05-14,04-04-14,10-04-14,NA,04-05-14,508,601,521,0,4,NA,NA,poor quality,508,601,601,NA,08-05-14,01-06-14,21-05-14,NA,NA,08-05-14,01-06-14,01-06-14,NA,08-05-14,7.9,18.4,6,08-05-14,7.7,19.5,7.5,NA,NA,NA,NA,19.5,08-05-14,0.799,08-05-14,12-04-14,07-05-14,04-04-14,8.201,12-04-14,01-06-14
2013,Andavadoaka,23,KiP,FH68712,G.W|M.R,FH47432,B.L|M.G,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2013-KiP-Andavadoaka-23,2013,2013,NA,NA,02-04-13,02-04-13,02-04-13,02-04-13,317,317,406,PRED,7553432,320996,NA,2,NA,17-03-13,17-03-13,06-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-03-13,NA,02-04-13,02-04-13
2013,Andavadoaka,206,WfP,FH47266,B.W|O.M,NA,NA,NA,NA,NA,F,NA,no,NA,NA,NA,NA,F,NA,2013-WfP-Andavadoaka-206,2009,2009,12-03-13,08-05-13,NA,NA,NA,NA,404,409,NA,NA,7554074,319699,NA,2,NA,04-04-13,09-04-13,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04-04-13,NA,12-03-13,08-05-13
2012,Andavadoaka,13,WfP,FH69261,B.Y|M.G,FH69027,Y.L|M.L,FH69139,FH69140,NA,F,NA,yes,yes,NA,NA,NA,F,M,2012-WfP-Andavadoaka-13,2012,2012,NA,NA,22-04-12,22-04-12,22-04-12,22-04-12,404,409,NA,HATCH,7553465,320627,2,2,NA,04-04-12,09-04-12,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11-05-12,9.5,23.3,10.8,11-05-12,9.7,22.8,11.1,NA,NA,NA,NA,23.3,11-05-12,10.375,11-05-12,05-04-12,30-04-12,04-04-12,1.625,22-04-12,22-04-12
2013,Andavadoaka,129,KiP,FH47395,O.G|M.L,FH68984,R.R|M.G,FH68985,FH68986,NA,F,M,yes,yes,NA,NA,NA,F,NA,2013-KiP-Andavadoaka-129,2013,2013,11-04-13,04-06-13,06-04-13,06-04-13,06-04-13,06-04-13,331,402,NA,HATCH,7555245,320181,2,1,21-04-13,31-03-13,02-04-13,NA,21-04-13,NA,NA,NA,NA,3,NA,NA,NA,428,516,516,NA,NA,NA,NA,NA,NA,28-04-13,16-05-13,16-05-13,NA,28-04-13,8.8,20.3,6.5,28-04-13,8.3,20,6.7,NA,NA,NA,NA,20.3,28-04-13,2.815,28-04-13,31-03-13,25-04-13,31-03-13,0.185,06-04-13,04-06-13
2014,Andavadoaka,401,WfP,FH47981,R.O|O.M,FH69206,Y.W|M.B,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2014-WfP-Andavadoaka-401,2009,2009,22-04-14,17-05-14,03-04-14,03-04-14,03-04-14,03-04-14,322,330,NA,NA,7553782,319707,NA,2,NA,22-03-14,30-03-14,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22-03-14,NA,03-04-14,17-05-14
2013,Andavadoaka,37,MP,FH72279,B.R|M.O,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2013-MP-Andavadoaka-37,2013,2013,23-05-13,01-06-13,09-05-13,09-05-13,09-05-13,09-05-13,419,427,509,UNKNOWN,7555768,320749,NA,2,NA,19-04-13,27-04-13,09-05-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19-04-13,NA,09-05-13,01-06-13
2013,Andavadoaka,-11,KiP,FH72162,B.B|R.M,NA,NA,FH72163,NA,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2013-KiP-Andavadoaka--11,2013,2013,20-05-13,20-05-13,08-05-13,08-05-13,08-05-13,08-05-13,NA,NA,NA,NA,NA,NA,NA,NA,27-04-13,NA,NA,NA,NA,508,508,NA,0,1,NA,NA,NA,508,508,508,NA,08-05-13,08-05-13,NA,NA,NA,08-05-13,08-05-13,08-05-13,NA,08-05-13,9.7,24.8,10.5,NA,NA,NA,NA,NA,NA,NA,NA,24.8,08-05-13,14.155,08-05-13,29-03-13,23-04-13,29-03-13,NA,08-05-13,20-05-13
2013,Andavadoaka,5,WfP,FH47993,B.O|M.G,FH69233,B.O|M.Y,FH68895,FH68903,FH68913,F,M,no,yes,NA,NA,NA,F,NA,2013-WfP-Andavadoaka-5,2012,2012,NA,NA,NA,NA,NA,NA,315,315,413,HATCH,7556164,321069,3,3,13-04-13,15-03-13,15-03-13,13-04-13,13-04-13,414,414,NA,0,1,NA,NA,poor quality,414,414,414,NA,14-04-13,14-04-13,NA,NA,NA,14-04-13,14-04-13,14-04-13,NA,13-04-13,7.1,16.5,5.1,14-04-13,7,17.5,5.7,15-04-13,7.1,16.8,4.7,17.5,14-04-13,-4.241,14-04-13,20-03-13,14-04-13,15-03-13,5,14-04-13,14-04-13
2014,Andavadoaka,-3,KiP,FH72481,NA,FH73458,O.L|B.M,FH72811,FH73457,NA,M,NA,no,yes,NA,NA,NA,M,F,2014-KiP-Andavadoaka--3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,313,313,1116,0,2,NA,NA,poor quality,313,1116,1116,NA,13-03-14,13-03-14,16-11-14,NA,NA,13-03-14,16-11-14,16-11-14,NA,20-03-14,9.7,23,6.9,16-11-14,10.5,26.5,10.3,NA,NA,NA,NA,26.5,16-11-14,18.439,16-11-14,03-10-14,28-10-14,03-10-14,NA,13-03-14,13-03-14
2012,Andavadoaka,110,KiP,FH69077,B.L|M.R,FH69087,R.R|M.R,NA,NA,NA,M,NA,yes,yes,NA,NA,NA,M,F,2012-KiP-Andavadoaka-110,2012,2012,27-05-12,27-05-12,05-05-12,05-05-12,05-05-12,05-05-12,423,504,506,HATCH,7554918,320658,0,2,NA,23-04-12,04-05-12,06-05-12,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23-04-12,NA,05-05-12,27-05-12
2015,Andavadoaka,306,MP,FH73486,L.Y|M.Y,FH73495,L.R|M.O,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-MP-Andavadoaka-306,2015,2015,NA,NA,07-04-15,07-04-15,07-04-15,07-04-15,402,407,420,PRED,7555922,321271,0,2,NA,02-04-15,07-04-15,20-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,02-04-15,NA,07-04-15,07-04-15
2015,Andavadoaka,604,WfP,FH72949,G.B|B.M,FH72335,G.Y|M.O,NA,NA,NA,M,F,yes,yes,NA,NA,NA,M,NA,2015-WfP-Andavadoaka-604,2015,2015,15-03-15,30-04-15,20-04-15,20-04-15,20-04-15,20-04-15,415,417,427,PRED,7554433,321002,NA,2,NA,15-04-15,17-04-15,27-04-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-04-15,NA,15-03-15,30-04-15
2013,Andavadoaka,18,KiP,FH17858,O.O|M.R,NA,NA,NA,NA,NA,M,NA,no,NA,NA,NA,NA,M,NA,2013-KiP-Andavadoaka-18,2009,2009,14-03-13,20-05-13,NA,NA,NA,NA,317,317,406,PRED,7553743,320064,NA,2,NA,17-03-13,17-03-13,06-04-13,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17-03-13,NA,14-03-13,20-05-13
2015,Andavadoaka,684,KiP,FH68961,O.O|M.O,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-684,2015,2013,NA,NA,09-05-15,09-05-15,09-05-15,09-05-15,430,508,511,DESER,7554411,319744,NA,2,NA,30-04-15,08-05-15,11-05-15,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30-04-15,NA,09-05-15,09-05-15
2014,Andavadoaka,-18,KiP,FH73051,O.G|L.M,NA,NA,FH72874,FH72872,FH72873,M,NA,yes,NA,NA,NA,NA,M,NA,2014-KiP-Andavadoaka--18,2014,2014,28-04-14,28-04-14,27-04-14,27-04-14,27-04-14,27-04-14,NA,NA,NA,NA,NA,NA,NA,NA,22-04-14,NA,NA,NA,NA,427,428,NA,0,2,NA,NA,NA,427,428,428,NA,27-04-14,28-04-14,NA,NA,NA,27-04-14,28-04-14,28-04-14,NA,23-04-14,8,20.3,5.5,22-04-14,8,20.6,5.4,22-04-14,7.4,20.4,5,20.6,22-04-14,3.571,22-04-14,24-03-14,18-04-14,24-03-14,NA,27-04-14,28-04-14
2015,Andavadoaka,254,KiP,FH73126,O.M|L.O,FH73127,O.M|L.R,FH72992,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-254,2015,2015,29-04-15,29-04-15,13-04-15,13-04-15,13-04-15,13-04-15,408,413,NA,HATCH,7553504,320249,1,2,02-05-15,08-04-15,13-04-15,NA,02-05-15,NA,NA,NA,NA,1,NA,NA,NA,512,512,512,NA,NA,NA,NA,NA,NA,12-05-15,12-05-15,12-05-15,NA,12-05-15,9.7,24.7,10.3,NA,NA,NA,NA,NA,NA,NA,NA,24.7,12-05-15,13.903,12-05-15,03-04-15,28-04-15,08-04-15,-4.903,13-04-15,29-04-15
2010,Andavadoaka,13,KiP,FH47575,Y.W|Y.M,FH47574,Y.R|Y.M,NA,NA,NA,F,M,yes,yes,NA,NA,NA,F,NA,2010-KiP-Andavadoaka-13,2010,2010,NA,NA,18-03-10,18-03-10,18-03-10,18-03-10,304,307,318,EXPERIMENT,7557746,322281,NA,2,NA,04-03-10,07-03-10,18-03-10,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,04-03-10,NA,18-03-10,18-03-10
2015,Andavadoaka,681,KiP,FH47898,R.B|W.MK,NA,NA,NA,NA,NA,F,NA,yes,NA,NA,NA,NA,F,NA,2015-KiP-Andavadoaka-681,2015,2010,NA,NA,08-05-15,08-05-15,08-05-15,08-05-15,503,508,NA,UNKNOWN,7557223,320054,NA,2,NA,03-05-15,08-05-15,NA,NA,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,03-05-15,NA,08-05-15,08-05-15
2012,Andavadoaka,44,KiP,FH68814,Y.O|M.W,NA,NA,FH68836,FH68837,NA,M,NA,yes,NA,NA,NA,NA,M,NA,2012-KiP-Andavadoaka-44,2012,2012,NA,NA,12-05-12,12-05-12,12-05-12,12-05-12,423,428,515,HATCH,7555148,320750,2,2,15-05-12,23-04-12,28-04-12,15-05-12,15-05-12,NA,NA,NA,NA,0,NA,NA,no data,Inf,#NAME?,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15-05-12,8.1,20.4,5.5,15-05-12,8.2,21.3,6,NA,NA,NA,NA,21.3,15-05-12,5.335,15-05-12,14-04-12,09-05-12,23-04-12,-8.335,12-05-12,12-05-12
2013,Andavadoaka,-108,KiP,FH68899,W.L|M.L,NA,NA,FH68959,FH68960,NA,M,NA,NA,NA,parents ids based on brood fates observations (CCI 2016),NA,NA,M,NA,2013-KiP-Andavadoaka--108,2013,2013,07-05-13,07-05-13,13-04-13,13-04-13,13-04-13,13-04-13,NA,NA,NA,NA,NA,NA,NA,NA,20-04-13,NA,NA,NA,NA,424,424,NA,0,1,NA,NA,poor quality,424,424,424,NA,24-04-13,24-04-13,NA,NA,NA,24-04-13,24-04-13,24-04-13,NA,24-04-13,8.8,22.2,7.1,24-04-13,9.2,21.1,6.6,NA,NA,NA,NA,22.2,24-04-13,7.603,24-04-13,22-03-13,16-04-13,22-03-13,NA,13-04-13,07-05-13
